text,label
"Work from home typing job. Rs 1,50,000 per word. 1000 words daily = Rs 9,500. No experience. Pay Rs 999 software fee. WhatsApp: 757655194 to start.",fraud
"Airtel Thanks: 250 reward points added for your Rs 3,200 recharge. Total: 1,820 points. Redeem at airtel.in/thanks.",not_fraud
"Union Bank: ATM withdrawal Rs 1,00,000 on 13-Mar 4:32PM at Canara Bank ATM Chennai. Bal: Rs 35,000. Card ending: 8821.",not_fraud
"Union Bank: ATM withdrawal Rs 25,000 on 13-Mar 4:32PM at Union Bank ATM Chennai. Bal: Rs 65,000. Card ending: 8821.",not_fraud
PM Awas Yojana: House allotment confirmed for you. Pay Rs 699 registration fee at awas-free-prize.xyz to secure your allotment before deadline.,fraud
"Flipkart: Order FK234567890 (Realme 12 Pro, Rs 8,500) confirmed. Payment received. Delivery by 18-Mar. Track in app.",not_fraud
"PM SVANidhi loan of Rs 5,00,000 pre-approved for you. Zero collateral. Pay Rs 4,999 processing fee at svnidhi.xyz to disburse loan to your account.",fraud
"IndusInd Bank Security Team: Unauthorized withdrawal of Rs 35,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Your CIBIL score has dropped to 492 due to incorrect entry. Pay Rs 24,999 to fix it at cibil-fix-now.xyz. Loan approval depends on this.",fraud
"Covid relief fund: Rs 1,199 approved for your family under Central Relief Package. Register at covid-relief-india.info with Aadhaar to receive.",fraud
"Chit fund scheme: Rs 45,000/month for 20 months. Get Rs 25,000 lump sum in 10th month. NBFC registered. 100% safe. Register: chitfund-safe.xyz",fraud
"Your Canara Bank YONO account has been temporarily disabled. To restore, login at http://sbi-yono-update-kyc.info and re-verify your details within 6 hours.",fraud
Train miss ho gayi yaar. Next 45 min mein hai. Sorry thoda late pauchunga. Order karo without me.,not_fraud
"BSNL: Your landline bill for March Rs 5,000 is due. Pay at bsnlportal.com or nearest payment center by 25-Mar.",not_fraud
"Your LIC policy bonus of Rs 75,000 has matured. To receive, pay Rs 699 stamp duty at lic-maturity-claim.xyz. Offer expires in 48 hours.",fraud
EPF withdrawal of Rs 499 rejected due to Aadhaar mismatch. Correct at epf-claim-portal.info or lose your claim permanently.,fraud
"Income Tax India: Refund of Rs 20,000 is pending in your PAN account. Provide bank details at http://it-refund-india.info to receive your money.",fraud
"Mere paas tumhara video hai. Agar paisa nahi diya toh sab logo ko bhejunga. Rs 20,000 bhejo is UPI pe: blackmail@paytm. Aaj raat tak.",fraud
"Your Yes Bank YONO account has been temporarily disabled. To restore, login at http://sbi-yono-wallet-verify.xyz and re-verify your details within 6 hours.",fraud
"Axis Bank: NEFT of Rs 4,500 to Rahul Kumar (HDFC Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"PM SVANidhi loan of Rs 25,000 pre-approved for you. Zero collateral. Pay Rs 1,499 processing fee at svnidhi.xyz to disburse loan to your account.",fraud
"Canara Bank: Cheque 004521 Rs 15,000 cleared on 14-Mar. Your a/c XX3421 credited. Bal: Rs 42,000.",not_fraud
"Your Canara Bank account XX7823 credited Rs 15,000 on 15-Mar-2025. Available balance: Rs 42,000. If not done by you, call 1800-11-2211.",not_fraud
"BSNL: Your landline bill for March Rs 65,000 is due. Pay at bsnlportal.com or nearest payment center by 25-Mar.",not_fraud
"Your LIC policy bonus of Rs 35,000 has matured. To receive, pay Rs 799 stamp duty at lic-maturity-claim.xyz. Offer expires in 48 hours.",fraud
"EPF withdrawal of Rs 2,00,000 rejected due to Aadhaar mismatch. Correct at epf-wallet-verify.xyz or lose your claim permanently.",fraud
"EPF withdrawal of Rs 75,000 rejected due to Aadhaar mismatch. Correct at epf-kyc-check.tk or lose your claim permanently.",fraud
"Zomato Gold: Membership renewed for Rs 42,000/month. Enjoy 1+1 at partner restaurants and 20% off on all orders.",not_fraud
"Vi: Bill for Feb 2025: Rs 78,000. Due: 15-Mar. Pay at vi.in, MyVi app, or UPI. After due date Rs 649 late fee.",not_fraud
"732891 is your OTP for UPI txn of Rs 8,500 at Amazon.in. Valid 5 mins. Union Bank never asks for OTP on call.",not_fraud
"ICICI Bank: Credit card bill Rs 1,00,000 due 20-Mar. Min due: Rs 799. Pay via NetBanking, app, or nearest branch.",not_fraud
"Your Amazon package worth Rs 1,00,000 is held at customs. Pay Rs 6,500 duty clearance at amazon-wallet-verify.xyz within 24 hours to release shipment.",fraud
"EPF India: Rs 25,000 credited to your PF account for Feb 2025 (Employee+Employer share). Balance: Rs 50,000.",not_fraud
"Union Bank: ATM withdrawal Rs 50,000 on 13-Mar 4:32PM at Union Bank ATM Chennai. Bal: Rs 1,00,000. Card ending: 8821.",not_fraud
"Federal Bank Salary credit: Rs 1,200 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.",not_fraud
"Your Flipkart order worth Rs 50,000 was returned by delivery agent. Claim refund by verifying bank details at flipkart-refund.info now.",fraud
"Army GD recruitment 2025: Direct joining. No physical test. Age 18-25. Pay Rs 1,199 joining fee at army-recruitment-verify-now.xyz. Limited seats.",fraud
"Fake CA firm: We can reduce your income tax by 80% legally. Pay Rs 10,000 consultation fee. Contact: taxsave@gmail.com for appointment.",fraud
RedBus ticket confirmed: Seat 15B in Neeta Travels (Volvo AC) Mumbai→Pune on 21-Mar at 09:00 AM. PNR: RB-78234.,not_fraud
BSNL: Your landline bill for March Rs 449 is due. Pay at bsnlportal.com or nearest payment center by 25-Mar.,not_fraud
"Your Flipkart order worth Rs 45,000 was returned by delivery agent. Claim refund by verifying bank details at flipkart-refund.info now.",fraud
"You won Rs 3,999 in the National Digital India Lottery. Ticket number: DI-2025-78234. Claim at lottery-india.info. Fee: Rs 15,000 processing charges.",fraud
UIDAI: Your Aadhaar biometric lock has failed. Fraudulent activity detected. Call 862441955 immediately to re-lock before misuse.,fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 774745328 and share OTP to block card immediately.,fraud
"MCGM: Water bill for Flat 4B, Building XYZ Rs 5,000 for Feb. Due: 20-Mar. Pay at mcgm.gov.in or MCGM app.",not_fraud
"ICICI Bank: Credit card payment Rs 35,000 received. Stmt balance: Rs 799. Due: 20-Mar. Pay at iMobile or NetBanking.",not_fraud
"Federal Bank: Credit card bill Rs 2,500 due 20-Mar. Min due: Rs 1,200. Pay via NetBanking, app, or nearest branch.",not_fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 858275367 and share OTP to block card immediately.,fraud
"EPF withdrawal of Rs 5,00,000 rejected due to Aadhaar mismatch. Correct at epf-secure-update.ml or lose your claim permanently.",fraud
"BESCOM Final Notice: Meter replacement mandatory under new govt scheme. Pay Rs 20,000 at bescom-secure-update.ml or supply disconnected from Sunday.",fraud
IndusInd Bank Security Team: Unauthorized withdrawal of Rs 499 attempted. Our agent will call. Please share OTP to block this transaction now.,fraud
"EPF withdrawal of Rs 2,00,000 rejected due to Aadhaar mismatch. Correct at epf-customer-care.xyz or lose your claim permanently.",fraud
"Law firm notice: Client claims Rs 6,500 from you for breach of contract. Settle out of court for Rs 50,000 at legalsettlement.xyz by Friday.",fraud
"TCS Infosys Wipro mega drive: 500 vacancies. Salary 3-8 LPA. Pay Rs 15,000 form fee + Rs 499 for background check. Confirm slot: 9876543210.",fraud
"HDFC Bank Salary credit: Rs 78,000 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.",not_fraud
"Mahanagar Gas: Bill for Feb Rs 10,000. Due: 18-Mar. Pay via NPCI BHIM, PhonePe, or bank transfer. Avoid disconnection.",not_fraud
"732891 is your OTP for UPI txn of Rs 6,800 at Amazon.in. Valid 5 mins. Bank of Baroda never asks for OTP on call.",not_fraud
"Your HDFC Bank account XX7823 credited Rs 2,500 on 15-Mar-2025. Available balance: Rs 78,000. If not done by you, call 1800-11-2211.",not_fraud
"EPF withdrawal of Rs 1,00,000 rejected due to Aadhaar mismatch. Correct at epf-kyc-check.tk or lose your claim permanently.",fraud
"Union Bank: ATM withdrawal Rs 5,000 on 13-Mar 4:32PM at ICICI Bank ATM Chennai. Bal: Rs 35,000. Card ending: 8821.",not_fraud
SSC CGL qualified list released. Your roll number 4521876 is selected. Pay Rs 799 document verification fee. Call: 762037872. Offer expires today.,fraud
"Yes Bank Security Team: Unauthorized withdrawal of Rs 50,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Your ICICI Bank account XX7823 credited Rs 10,000 on 15-Mar-2025. Available balance: Rs 65,000. If not done by you, call 1800-11-2211.",not_fraud
"EPF withdrawal of Rs 6,500 rejected due to Aadhaar mismatch. Correct at epf-verify-now.xyz or lose your claim permanently.",fraud
"Bhai sun, aapka account band hone wala hai. Abhi 757655194 pe call karo aur OTP share karo. SBI wale bol rahe hain 24 ghante mein band ho jayega.",fraud
"SEBI notice: Trading account shows suspicious activity. Account frozen. Pay Rs 3,999 penalty at sebi-kyc-check.tk or face prosecution.",fraud
"Canara Bank: Your account has been debited Rs 42,000 as annual debit card fee. For waiver, maintain avg bal of Rs 12,500.",not_fraud
Airtel: Data balance 2.4GB remaining. Validity: 10 more days. Recharge with Rs 499 to get 2GB/day for 28 days.,not_fraud
"Your vehicle MH02-XX-1234 has 3 unpaid traffic challans totaling Rs 10,000. Pay immediately at traffic-challan.xyz or face court summons.",fraud
"Real estate crowdfunding: Invest Rs 10,000 in our Pune project. Annual rental yield: 18%. Exit in 24 months with 40% profit. Limited units left.",fraud
"You have been selected for a reality show. Casting fee: Rs 5,000. Prize pool: Rs 2,499 lakh. Register at show-casting.xyz before deadline.",fraud
"RBI Notification: Unclaimed government subsidy of Rs 50,000 in your name. Last chance to claim. Submit Aadhaar at http://rbi-refund-portal.net by tonight.",fraud
"Kotak Bank Security Team: Unauthorized withdrawal of Rs 1,00,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Axis Bank Security Team: Unauthorized withdrawal of Rs 2,00,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Yaar, ek mast investment opportunity hai. Rs 399 lagao, 30 din mein Rs 35,000 wapas. Mere bhai ne kiya, paisa aa gaya. Telegram join karo.",fraud
"BOB: Recurring deposit installment Rs 35,000 debited for March. RD maturity date: 15-Dec-2025. Bal: Rs 25,000 so far.",not_fraud
"ICICI Bank: Credit card payment Rs 12,500 received. Stmt balance: Rs 349. Due: 20-Mar. Pay at iMobile or NetBanking.",not_fraud
I am Maria from UK. My husband died and I inherited $4.2 million but cannot access it from here. Need trusted Indian partner. Commission: 30%.,fraud
"Your SBI home loan EMI Rs 42,000 auto-debited on 5th March. Outstanding principal: Rs 18,000. Next EMI: 5-Apr.",not_fraud
"Mutual fund scheme: 36% annual returns guaranteed. AMFI registered. Invest Rs 199 and get Rs 24,999 in 12 months. Zero risk. Call: 812521911.",fraud
"Your Amazon package worth Rs 7,500 is held at customs. Pay Rs 10,000 duty clearance at amazon-customs.xyz within 24 hours to release shipment.",fraud
"Your Kotak Bank account XX7823 credited Rs 15,000 on 15-Mar-2025. Available balance: Rs 50,000. If not done by you, call 1800-11-2211.",not_fraud
"Federal Bank Salary credit: Rs 78,000 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.",not_fraud
Jio: Your JioCinema Premium subscription renews tomorrow for Rs 349. No action needed if you want to continue.,not_fraud
"ICICI Bank: Credit card bill Rs 5,000 due 20-Mar. Min due: Rs 1,499. Pay via NetBanking, app, or nearest branch.",not_fraud
"Canara Bank: Cheque 004521 Rs 1,00,000 cleared on 14-Mar. Your a/c XX3421 credited. Bal: Rs 18,000.",not_fraud
"Vi: Bill for Feb 2025: Rs 10,000. Due: 15-Mar. Pay at vi.in, MyVi app, or UPI. After due date Rs 649 late fee.",not_fraud
"Jio: Your JioCinema Premium subscription renews tomorrow for Rs 50,000. No action needed if you want to continue.",not_fraud
"ICICI Bank Salary credit: Rs 25,000 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.",not_fraud
"Your ICICI Bank account XX7823 credited Rs 78,000 on 15-Mar-2025. Available balance: Rs 35,000. If not done by you, call 1800-11-2211.",not_fraud
Free solar panel scheme: Government offers 3 free panels for BPL families. Pay Rs 799 installation charge. Limited period. Call: 808122250.,fraud
"School ne message kiya. Fee last date 31-Mar hai. Rs 25,000. Online pay karo app se.",not_fraud
"Fake CA firm: We can reduce your income tax by 80% legally. Pay Rs 2,00,000 consultation fee. Contact: taxsave@gmail.com for appointment.",fraud
"MLM plan: Pay Rs 50,000 joining fee. Add 3 members and earn Rs 1,999 per referral. Tier 2 earnings unlimited. Join our WhatsApp group: +91-951810111.",fraud
"Bank of Baroda: Credit card bill Rs 2,500 due 20-Mar. Min due: Rs 649. Pay via NetBanking, app, or nearest branch.",not_fraud
"Your ICICI Bank home loan EMI Rs 65,000 auto-debited on 5th March. Outstanding principal: Rs 42,000. Next EMI: 5-Apr.",not_fraud
"Axis Bank: NEFT of Rs 35,000 to Rahul Kumar (HDFC Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"Your Kotak Bank account XX7823 credited Rs 42,000 on 15-Mar-2025. Available balance: Rs 25,000. If not done by you, call 1800-11-2211.",not_fraud
"732891 is your OTP for UPI txn of Rs 6,800 at Amazon.in. Valid 5 mins. HDFC Bank never asks for OTP on call.",not_fraud
"Ek minute sir, main Kotak Bank ka executive bol raha hoon. Apka account close ho raha hai incomplete KYC ki wajah se. OTP share karein turant.",fraud
"Namaste, main Axis Bank customer care se bol raha hoon. Aapke account mein suspicious transaction hua hai. Please abhi jo OTP aaya hai wo share karein.",fraud
"Bank of Baroda Security Team: Unauthorized withdrawal of Rs 75,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"732891 is your OTP for UPI txn of Rs 4,500 at Amazon.in. Valid 5 mins. Kotak Bank never asks for OTP on call.",not_fraud
"Bhai sun, aapka account band hone wala hai. Abhi 762037872 pe call karo aur OTP share karo. SBI wale bol rahe hain 24 ghante mein band ho jayega.",fraud
"You have been selected for a reality show. Casting fee: Rs 25,000. Prize pool: Rs 2,999 lakh. Register at show-refund-portal.net before deadline.",fraud
"Cryptocurrency alert: Our AI trading bot gave 612% returns in 2024. Minimum invest Rs 10,000. No lock-in period. Withdraw daily. Contact: 899513358.",fraud
"HDFC Bank: Credit card bill Rs 78,000 due 20-Mar. Min due: Rs 449. Pay via NetBanking, app, or nearest branch.",not_fraud
"Your ICICI Bank account XX7823 credited Rs 2,500 on 15-Mar-2025. Available balance: Rs 65,000. If not done by you, call 1800-11-2211.",not_fraud
RBI Notification: Unclaimed government subsidy of Rs 799 in your name. Last chance to claim. Submit Aadhaar at http://rbi-refund-portal.net by tonight.,fraud
"Your CIBIL score has dropped to 492 due to incorrect entry. Pay Rs 5,00,000 to fix it at cibil-fix-official-claim.xyz. Loan approval depends on this.",fraud
"SBI Salary credit: Rs 8,500 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.",not_fraud
"Google Pay OTP: 748293 for Rs 15,000 transfer to Raj Stores. Valid 5 mins. Never share this OTP.",not_fraud
"Union Bank: ATM withdrawal Rs 10,000 on 13-Mar 4:32PM at Canara Bank ATM Chennai. Bal: Rs 50,000. Card ending: 8821.",not_fraud
"Your Kotak Bank account XX7823 credited Rs 2,500 on 15-Mar-2025. Available balance: Rs 50,000. If not done by you, call 1800-11-2211.",not_fraud
"Your Amazon package worth Rs 12,500 is held at customs. Pay Rs 10,000 duty clearance at amazon-customs.xyz within 24 hours to release shipment.",fraud
"International lottery notification: Your email ID selected for USD 500,000 prize. Lawyer fee of $200 required to release funds. Reply to claim.",fraud
"Income Tax India: Refund of Rs 12,500 is pending in your PAN account. Provide bank details at http://it-refund-customer-care.xyz to receive your money.",fraud
"Jio: Recharge Rs 25,000 successful on 15-Mar. Benefits: 1.5GB/day + unlimited calls, 28 days validity. Balance: Rs 0.",not_fraud
"Your Kotak Bank home loan EMI Rs 10,000 auto-debited on 5th March. Outstanding principal: Rs 78,000. Next EMI: 5-Apr.",not_fraud
Zepto delivery OTP: 4521. Share only with delivery partner at your door. Do not share on phone/chat.,not_fraud
"EPF withdrawal of Rs 12,500 rejected due to Aadhaar mismatch. Correct at epf-scheme-india.ml or lose your claim permanently.",fraud
"Mahanagar Gas: Bill for Feb Rs 35,000. Due: 18-Mar. Pay via NPCI BHIM, PhonePe, or bank transfer. Avoid disconnection.",not_fraud
"Union Bank: ATM withdrawal Rs 1,00,000 on 13-Mar 4:32PM at Kotak Bank ATM Chennai. Bal: Rs 65,000. Card ending: 8821.",not_fraud
"IndusInd Bank Security Team: Unauthorized withdrawal of Rs 2,00,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"You won Rs 18,000 in the National Digital India Lottery. Ticket number: DI-2025-78234. Claim at lottery-india.info. Fee: Rs 15,000 processing charges.",fraud
"BWSSB: Water bill for account 78234 is Rs 65,000 for March. Due date: 28-Mar. Pay at bwssb.gov.in or BBMP portal.",not_fraud
TCS Infosys Wipro mega drive: 500 vacancies. Salary 3-8 LPA. Pay Rs 299 form fee + Rs 299 for background check. Confirm slot: 825037655.,fraud
"Axis Bank: NEFT of Rs 2,500 to Rahul Kumar (SBI XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"Tata Power: We detected unauthorized usage at your meter. Pay Rs 10,000 regularization fee at tatapower-pay.xyz or meter will be seized tomorrow.",fraud
"Free solar panel scheme: Government offers 3 free panels for BPL families. Pay Rs 10,000 installation charge. Limited period. Call: 9900112233.",fraud
"Your Federal Bank account XX7823 credited Rs 25,000 on 15-Mar-2025. Available balance: Rs 35,000. If not done by you, call 1800-11-2211.",not_fraud
"Income Tax India: Refund of Rs 2,999 is pending in your PAN account. Provide bank details at http://it-refund-bank-verify.info to receive your money.",fraud
"Yes Bank: Your FD of Rs 12,500 is due for maturity on 20-Mar. Amount will be auto-renewed. To modify, call 1800-1200.",not_fraud
"EPF withdrawal of Rs 9,500 rejected due to Aadhaar mismatch. Correct at epf-bank-verify.info or lose your claim permanently.",fraud
"Bhai sun, aapka account band hone wala hai. Abhi 812521911 pe call karo aur OTP share karo. SBI wale bol rahe hain 24 ghante mein band ho jayega.",fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 922579240 and share OTP to block card immediately.,fraud
"DHL parcel for you from Dubai. Contains gold jewelry worth Rs 15,000. Pay Rs 6,500 import duty to release. Call: 8800112233.",fraud
Package aaya tera. Neighbour ne receive kiya. 3B mein le jaana. Signature chahiye shayad.,not_fraud
IndiGo: Flight 6E-234 DEL→BOM on 20-Mar departs 08:30. Gate closes 08:10. Web check-in open at goindigo.in.,not_fraud
"Union Bank: ATM withdrawal Rs 15,000 on 13-Mar 4:32PM at Bank of Baroda ATM Chennai. Bal: Rs 1,00,000. Card ending: 8821.",not_fraud
"Congratulations! Your mobile number 98XX-XX-7823 won Rs 18,000 in Jio Diamond Jubilee Lottery 2025. Claim by calling 8800-XXX-XXX. Validity: 72 hours.",fraud
EPF withdrawal of Rs 199 rejected due to Aadhaar mismatch. Correct at epf-gov-scheme.ml or lose your claim permanently.,fraud
Axis Bank Salary credit: Rs 449 received on 01-Mar from EMPLOYER PAYROLL SERVICES. Txn: SBI-NEFT-789234.,not_fraud
"PM Awas Yojana: House allotment confirmed for you. Pay Rs 15,000 registration fee at awas-refund-portal.net to secure your allotment before deadline.",fraud
"ICICI Security Team: Unauthorized withdrawal of Rs 45,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"PayTm OTP 673421 for Rs 18,000 payment at BigBazaar. Valid 10 mins. Paytm never asks for OTP.",not_fraud
Axis Bank: NEFT of Rs 999 to Rahul Kumar (Kotak Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.,not_fraud
"Tax Audit Notice: Your ITR for FY 2023-24 is selected for scrutiny. Discrepancy of Rs 10,000 found. Respond at it-kyc-check.tk or face penalty.",fraud
HDFC Bank NetBanking Alert: We detected your password was compromised in a data breach. Reset immediately at http://hdfc-secure-claim-portal.info or account will lock.,fraud
"SBI: Credit card bill Rs 35,000 due 20-Mar. Min due: Rs 1,499. Pay via NetBanking, app, or nearest branch.",not_fraud
"Fake CA firm: We can reduce your income tax by 80% legally. Pay Rs 20,000 consultation fee. Contact: taxsave@gmail.com for appointment.",fraud
"Army GD recruitment 2025: Direct joining. No physical test. Age 18-25. Pay Rs 8,200 joining fee at army-recruitment-account-secure.net. Limited seats.",fraud
EPF withdrawal of Rs 499 rejected due to Aadhaar mismatch. Correct at epf-kyc-check.tk or lose your claim permanently.,fraud
"Your Axis Bank home loan EMI Rs 78,000 auto-debited on 5th March. Outstanding principal: Rs 35,000. Next EMI: 5-Apr.",not_fraud
"Law firm notice: Client claims Rs 30,000 from you for breach of contract. Settle out of court for Rs 2,00,000 at legalsettlement.xyz by Friday.",fraud
"Flipkart: Order FK234567890 (Realme 12 Pro, Rs 18,000) confirmed. Payment received. Delivery by 18-Mar. Track in app.",not_fraud
Kidney/organ donation: Patient needs urgent kidney. We pay Rs 799. All medical expenses covered. Blood group O+. Call: 973530829.,fraud
"Dear Winner, Your car number DL-01-XX-1234 has won Rs 15,000 Lakh in the Delhi Traffic Police Lucky Draw. Call 939990608 to claim today.",fraud
"EPF withdrawal of Rs 1,00,000 rejected due to Aadhaar mismatch. Correct at epf-free-prize.xyz or lose your claim permanently.",fraud
"Dear Taxpayer, You have outstanding penalty of Rs 30,000. Pay immediately to avoid property seizure. Visit incometax-secure-update.ml or call 8899001122.",fraud
"Your company's GST registration has been flagged for fake billing. Pay Rs 2,00,000 penalty at gst-gov-scheme.ml within 48 hours to avoid cancellation.",fraud
"BWSSB: Water bill for account 78234 is Rs 2,500 for March. Due date: 28-Mar. Pay at bwssb.gov.in or BBMP portal.",not_fraud
"732891 is your OTP for UPI txn of Rs 35,000 at Amazon.in. Valid 5 mins. Union Bank never asks for OTP on call.",not_fraud
"Yes Bank: Your FD of Rs 2,500 is due for maturity on 20-Mar. Amount will be auto-renewed. To modify, call 1800-1200.",not_fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 901973060 and share OTP to block card immediately.,fraud
"PM Awas Yojana: House allotment confirmed for you. Pay Rs 24,999 registration fee at awas-yojana.ml to secure your allotment before deadline.",fraud
"Axis Bank Security Team: Unauthorized withdrawal of Rs 1,199 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Canara Bank: Your account has been debited Rs 35,000 as annual debit card fee. For waiver, maintain avg bal of Rs 4,500.",not_fraud
"BOB: Recurring deposit installment Rs 3,200 debited for March. RD maturity date: 15-Dec-2025. Bal: Rs 78,000 so far.",not_fraud
"All the best for viva today! Tu prepared hai, tension mat le. Call kar baad mein result batana.",not_fraud
"HDFC: Credit card bill Rs 10,000 due 20-Mar. Min due: Rs 1,200. Pay via NetBanking, app, or nearest branch.",not_fraud
"IndusInd Bank: International txn approved. Rs 2,500 at Amazon USA. If unrecognized, call 1860-267-7777 immediately.",not_fraud
"Work from home typing job. Rs 35,000 per word. 1000 words daily = Rs 7,500. No experience. Pay Rs 3,999 software fee. WhatsApp: 8899001122 to start.",fraud
"HDFC: Credit card bill Rs 35,000 due 20-Mar. Min due: Rs 499. Pay via NetBanking, app, or nearest branch.",not_fraud
"Your SBI account XX7823 credited Rs 10,000 on 15-Mar-2025. Available balance: Rs 50,000. If not done by you, call 1800-11-2211.",not_fraud
"We have hacked your phone camera and recorded you. Send Rs 10,000 to UPI id: darkweb@ybl within 12 hours or video shared with contacts.",fraud
"MCGM: Water bill for Flat 4B, Building XYZ Rs 50,000 for Feb. Due: 20-Mar. Pay at mcgm.gov.in or MCGM app.",not_fraud
"Yaar, ek mast investment opportunity hai. Rs 15,000 lagao, 30 din mein Rs 2,00,000 wapas. Mere bhai ne kiya, paisa aa gaya. Telegram join karo.",fraud
"DHL parcel for you from Dubai. Contains gold jewelry worth Rs 2,00,000. Pay Rs 24,999 import duty to release. Call: 8800112233.",fraud
UIDAI: Your Aadhaar biometric lock has failed. Fraudulent activity detected. Call 757655194 immediately to re-lock before misuse.,fraud
"BESCOM: Bill for Mar-2025 Rs 25,000. Consumer ID: 12345678. Due: 25-Mar. Pay at bescom.energy.kar.nic.in or app.",not_fraud
"732891 is your OTP for UPI txn of Rs 18,000 at Amazon.in. Valid 5 mins. SBI never asks for OTP on call.",not_fraud
"Axis Bank: NEFT of Rs 12,500 to Rahul Kumar (Federal Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"YouTube job: Like, subscribe, and comment on videos. Earn Rs 6,500-500 per task. Daily withdrawal to Paytm. Registration: Rs 799. Join: 986433012.",fraud
"Dear Taxpayer, You have outstanding penalty of Rs 35,000. Pay immediately to avoid property seizure. Visit incometax-penalty.info or call 741831970.",fraud
"We have hacked your phone camera and recorded you. Send Rs 8,200 to UPI id: darkweb@ybl within 12 hours or video shared with contacts.",fraud
"EPF withdrawal of Rs 12,500 rejected due to Aadhaar mismatch. Correct at epf-helpdesk-bank.tk or lose your claim permanently.",fraud
"732891 is your OTP for UPI txn of Rs 42,000 at Amazon.in. Valid 5 mins. Bank of Baroda never asks for OTP on call.",not_fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 791991709 and share OTP to block card immediately.,fraud
"Your HDFC Bank home loan EMI Rs 65,000 auto-debited on 5th March. Outstanding principal: Rs 50,000. Next EMI: 5-Apr.",not_fraud
"732891 is your OTP for UPI txn of Rs 12,500 at Amazon.in. Valid 5 mins. SBI never asks for OTP on call.",not_fraud
"732891 is your OTP for UPI txn of Rs 35,000 at Amazon.in. Valid 5 mins. ICICI Bank never asks for OTP on call.",not_fraud
"ICICI Bank Security Team: Unauthorized withdrawal of Rs 24,999 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
"Arre yaar, YouTube ka naya scheme hai. Videos like karo, Rs 12,500 daily milega. Rs 4,999 join fee hai bas. Whatsapp karo: 917135241 abhi.",fraud
"NPS: Your pension contribution for March Rs 25,000 received. Current corpus: Rs 1,00,000. Fund: Tier-1 Equity.",not_fraud
"Airtel Thanks: 250 reward points added for your Rs 42,000 recharge. Total: 1,820 points. Redeem at airtel.in/thanks.",not_fraud
"Axis Bank: NEFT of Rs 12,500 to Rahul Kumar (Canara Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"MLM plan: Pay Rs 1,50,000 joining fee. Add 3 members and earn Rs 799 per referral. Tier 2 earnings unlimited. Join our WhatsApp group: +91-832171979.",fraud
"Your LIC policy bonus of Rs 399 has matured. To receive, pay Rs 3,999 stamp duty at lic-maturity-account-secure.net. Offer expires in 48 hours.",fraud
"ICICI Bank: Credit card bill Rs 5,000 due 20-Mar. Min due: Rs 799. Pay via NetBanking, app, or nearest branch.",not_fraud
URGENT: Your RuPay card ending 8821 is being used at Delhi ATM right now. Call 951810111 and share OTP to block card immediately.,fraud
"Axis Bank: NEFT of Rs 35,000 to Rahul Kumar (Kotak Bank XX2345) successful on 12-Mar. Ref: AX-NEFT-20250312-78234.",not_fraud
"Atal Pension Yojana: Unclaimed pension of Rs 30,000 in your name expires today. Claim at apy-scheme-india.ml with your Aadhaar and bank account.",fraud
"HDFC Bank: EMI Rs 4,500 auto-debited on 5-Mar for HL account ending 4521. Balance: Rs 4,500. For queries: hdfcbank.com",not_fraud
"ICICI Security Team: Unauthorized withdrawal of Rs 35,000 attempted. Our agent will call. Please share OTP to block this transaction now.",fraud
Apollo Hospitals: Appointment with Dr. Priya Menon (Cardiology) confirmed for 22-Mar at 11:30 AM. Bring ECG reports.,not_fraud
